대분류,중분류,순위,상호,대표자,소재지,등록번호,시공능력평가액,공사실적평가액,경영평가액,기술능력평가액,신인도평가액,건설공사실적,기술자수
소방설비,소방시설공사업(전문),5361,본이엔지 주식회사,윤동익,대전,2025-02-00116,726400,,,,,,
소방설비,소방시설공사업(전문),5362,(주)삼성감리엔지니어링,한정희,서울,제서초 2004-42호,726400,,,,,,
소방설비,소방시설공사업(전문),5363,주식회사 티앤티온,신광섭,서울,2018-02-00145,726100,,,,,,
소방설비,소방시설공사업(전문),5364,(주)나래기전,박민종,서울,2017-02-00257,726000,,,,,,
소방설비,소방시설공사업(전문),5365,에이스이앤씨 주식회사,도연우,서울,2023-02-00109,725300,,,,,,
소방설비,소방시설공사업(전문),5366,(주)예원정보통신,김영두,충북,음성제2012-02호,724400,,,,,,
소방설비,소방시설공사업(전문),5367,주식회사 동일소방이엔지,김위자,서울,2018-02-00483,723800,,,,,,
소방설비,소방시설공사업(전문),5368,주식회사 태현소방,하태부,전북,2024-02-00386,723700,,,,,,
소방설비,소방시설공사업(전문),5368,(주)베스트 신우방재,이일규,부산,2025-02-00112,723700,,,,,,
소방설비,소방시설공사업(전문),5370,(주)어울림소방,김경우,경기(북),경기일산제2014-02호,723600,,,,,,
소방설비,소방시설공사업(전문),5371,주식회사 이호이앤씨,황종규,부산,2016-02-00059,723200,,,,,,
소방설비,소방시설공사업(전문),5372,주식회사 동신,강이열,전남광주(전남),2021-02-00334,723100,,,,,,
소방설비,소방시설공사업(전문),5373,주식회사 하나안전소방,이해정,전남광주(광주),2017-02-00029,722400,,,,,,
소방설비,소방시설공사업(전문),5374,주식회사 제이엠시스템즈,이종명,경기(북),2018-02-00286,721700,,,,,,
소방설비,소방시설공사업(전문),5375,(주)우리기업,한은성,제주,제제주-2013-2호,721000,,,,,,
소방설비,소방시설공사업(전문),5376,태영건설산업(주),이희진,경기(북),경기남양주 제2012-7호,721000,,,,,,
소방설비,소방시설공사업(전문),5377,(주)한국전설,조재철,경기(남),경기수원 제2009-11호,719600,,,,,,
소방설비,소방시설공사업(전문),5378,주식회사 노수테크,박배성,대구,2025-02-00017,719600,,,,,,
소방설비,소방시설공사업(전문),5379,두레건설(주),김진수,전남광주(전남),2023-02-00313,719200,,,,,,
소방설비,소방시설공사업(전문),5380,(주)세종방재,김은경,부산,제2000-2호,718500,,,,,,
소방설비,소방시설공사업(전문),5381,주식회사 교부전력,홍광영,전북,2021-02-00239,717800,,,,,,
소방설비,소방시설공사업(전문),5382,대륙건설산업 주식회사,김병호,충남,2023-02-00319,717600,,,,,,
소방설비,소방시설공사업(전문),5383,봉신이앤씨(주),봉종필,경기(북),경기고양제2014-05호,717600,,,,,,
소방설비,소방시설공사업(전문),5384,(주)진성이앤지,김재환,부산,2020-02-00399,717400,,,,,,
소방설비,소방시설공사업(전문),5385,(주)명성이엔씨,윤영주,전남광주(전남),제2012-가-02호,717400,,,,,,
소방설비,소방시설공사업(전문),5386,대명전력(주),박진선,경남,2024-02-00022,717000,,,,,,
소방설비,소방시설공사업(전문),5387,소방더위 주식회사,이영화,경남,2018-02-00448,716600,,,,,,
소방설비,소방시설공사업(전문),5388,성영소방설비 주식회사,김찬기,경기(남),2022-02-00038,716000,,,,,,
소방설비,소방시설공사업(전문),5389,아세아전기 주식회사,문성필,경남,2023-02-00355,716000,,,,,,
소방설비,소방시설공사업(전문),5390,한미소방,권오성,경기(남),2022-02-00009,715600,,,,,,
소방설비,소방시설공사업(전문),5391,주식회사 에이스방재,이원석,전북,2020-02-00291,714500,,,,,,
소방설비,소방시설공사업(전문),5392,주식회사 대륙이엔지,권오섭,경기(남),2025-02-00198,714300,,,,,,
소방설비,소방시설공사업(전문),5393,하나로씨앤에스 주식회사,박재덕,서울,2017-02-00010,713700,,,,,,
소방설비,소방시설공사업(전문),5394,주식회사 반석전력,최은정,경남,2017-02-00371,713400,,,,,,
소방설비,소방시설공사업(전문),5395,주식회사 한솔소방,이상기,경남,2024-02-00230,713300,,,,,,
소방설비,소방시설공사업(전문),5396,주식회사 한창소방안전관리,노윤희,서울,2021-02-00423,713100,,,,,,
소방설비,소방시설공사업(전문),5397,디에스종합건설 주식회사,임홍남,전남광주(광주),2020-02-00317,712900,,,,,,
소방설비,소방시설공사업(전문),5398,우리기업 주식회사,최성원,경기(남),경기하남 제2003-4호,712800,,,,,,
소방설비,소방시설공사업(전문),5399,(주)진인프라,김성용,서울,2019-02-00104,712600,,,,,,
소방설비,소방시설공사업(전문),5400,(주)세아방재,이중엽,부산,2016-02-00264,712400,,,,,,
